from,to,type,evidence_tag,note
BC-SKL-01009,BC-SKL-02017,supporting,inferred,Prerequisite for Estimate a derivative at a point from a graph.
BC-SKL-01010,BC-SKL-01011,hard_prerequisite,inferred,Reading one sided limits precedes concluding nonexistence from disagreement.
BC-SKL-01010,BC-SKL-02022,supporting,inferred,Prerequisite for Identify a corner from unequal one sided limits of the difference quotient.
BC-SKL-01012,BC-SKL-02023,supporting,inferred,Prerequisite for Identify a vertical tangent as a failure of differentiability.
BC-SKL-01015,BC-SKL-10001,supporting,inferred,Reading a limit from a sequence of values supports convergence of sequences at Unit 10 topic 10.1
BC-SKL-01016,BC-SKL-02016,supporting,inferred,Prerequisite for Select the interval of a table that supports the requested estimate.
BC-SKL-01018,BC-SKL-02030,supporting,inferred,Prerequisite for Apply the sum and difference rules.
BC-SKL-01021,BC-SKL-01029,hard_prerequisite,inferred,Substitution must be available before an expression can be classified by its form under substitution.
BC-SKL-01021,BC-TOP-0202,supporting,inferred,Direct substitution is the closing step of a derivative computed from the limit definition; unmapped
BC-SKL-01023,BC-SKL-01044,hard_prerequisite,inferred,Testing continuity at a boundary requires the one sided limits of the branches.
BC-SKL-01024,BC-SKL-02009,supporting,inferred,Prerequisite for Evaluate a derivative from the limit definition.
BC-SKL-01024,BC-TOP-0202,hard_prerequisite,inferred,Evaluating an indeterminate limit by rewriting is the technique used on the difference quotient limit in Unit 2 topic 2.2; unmapped
BC-SKL-01028,BC-SKL-01024,hard_prerequisite,inferred,Recognising the indeterminate form precedes selecting a rewriting technique.
BC-SKL-01028,BC-SKL-01025,hard_prerequisite,inferred,Recognising the indeterminate form precedes selecting a rewriting technique.
BC-SKL-01028,BC-SKL-01026,hard_prerequisite,inferred,Recognising the indeterminate form precedes selecting a rewriting technique.
BC-SKL-01028,BC-SKL-01027,hard_prerequisite,inferred,Recognising the indeterminate form precedes selecting a rewriting technique.
BC-SKL-01028,BC-SKL-04037,hard_prerequisite,inferred,Identifying an indeterminate form is the entry condition for L'Hospital's rule at Unit 4 topic 4.7.
BC-SKL-01029,BC-SKL-01030,hard_prerequisite,inferred,Classification of the form precedes selection of the procedure.
BC-SKL-01032,BC-SKL-01034,hard_prerequisite,inferred,The conclusion of the squeeze theorem rests on its stated hypotheses.
BC-SKL-01033,BC-SKL-01035,hard_prerequisite,inferred,Bounding an oscillating factor is the step that produces the inequality.
BC-SKL-01036,BC-SKL-02011,supporting,inferred,"Prerequisite for Represent a derivative graphically, numerically, and verbally."
BC-SKL-01039,BC-SKL-01050,hard_prerequisite,inferred,Removing a discontinuity requires that it be classified as removable first.
BC-SKL-01040,BC-SKL-02021,supporting,inferred,Prerequisite for Give a continuous function that fails to be differentiable at a point.
BC-SKL-01040,BC-SKL-02024,supporting,inferred,Jump discontinuity classification supports the Unit 2 treatment of points where a derivative fails to exist
BC-SKL-01041,BC-SKL-01057,supporting,inferred,Distinguishing an asymptote from a removable break uses both classifications.
BC-SKL-01043,BC-SKL-01044,hard_prerequisite,inferred,The three conditions must be stated before they can be tested.
BC-SKL-01043,BC-SKL-01065,hard_prerequisite,inferred,Verifying the continuity hypothesis rests on the definition of continuity.
BC-SKL-01043,BC-SKL-02019,hard_prerequisite,inferred,Continuity at a point is the conclusion drawn from differentiability in Unit 2 topic 2.4; no Unit 2 skill id exists in data/skills.json at the time of writing.
BC-SKL-01043,BC-SKL-02019,supporting,inferred,Prerequisite for State that differentiability at a point implies continuity at that point.
BC-SKL-01044,BC-SKL-01045,hard_prerequisite,inferred,A justification names the condition that the test found to fail.
BC-SKL-01044,BC-SKL-01051,hard_prerequisite,inferred,Solving for a parameter applies the continuity test with an unknown in place.
BC-SKL-01044,BC-SKL-02024,supporting,inferred,Prerequisite for Conclude non-differentiability from a discontinuity.
BC-SKL-01046,BC-SKL-01048,hard_prerequisite,inferred,Branch by branch continuity uses the domain based determination.
BC-SKL-01047,BC-SKL-01046,hard_prerequisite,inferred,Naming the families continuous on their domains supports reading intervals of continuity off the domain.
BC-SKL-01051,BC-SKL-01052,hard_prerequisite,inferred,Two boundary conditions extend the single boundary case.
BC-SKL-01054,BC-SKL-06066,hard_prerequisite,inferred,Infinite limits underlie the improper integral treatment at Unit 6 topic 6.13
BC-SKL-01055,BC-SKL-01054,supporting,inferred,Sign analysis supplies the content that the infinite limit notation records.
BC-SKL-01058,BC-SKL-01059,hard_prerequisite,inferred,A horizontal asymptote is read off a limit at infinity.
BC-SKL-01058,BC-SKL-01061,hard_prerequisite,inferred,The radical case extends the degree comparison method.
BC-SKL-01058,BC-SKL-04034,hard_prerequisite,inferred,Limits at infinity and indeterminate forms are the setting for L'Hospital's rule at Unit 4 topic 4.7
BC-SKL-01058,BC-SKL-10001,hard_prerequisite,inferred,A sequence limit for a rational formula in n is a limit at infinity settled by comparing degrees.
BC-SKL-01058,BC-SKL-10032,supporting,inferred,The simplified ratio limit is a limit at infinity.
BC-SKL-01058,BC-TOP-0613,hard_prerequisite,inferred,Limits at infinity underlie the improper integral treatment at Unit 6 topic 6.13; unmapped
BC-SKL-01059,BC-SKL-01063,supporting,inferred,Two ends are handled by the same method applied twice.
BC-SKL-01059,BC-SKL-05031,supporting,inferred,Horizontal asymptotes contribute to the graph analysis of Unit 5
BC-SKL-01060,BC-SKL-04016,hard_prerequisite,inferred,The end behaviour of a rate is a limit at infinity; the topic id stands in for the Unit 1 skill.
BC-SKL-01061,BC-SKL-10001,supporting,inferred,Sequence formulas containing radicals are handled as limits at infinity.
BC-SKL-01062,BC-TOP-1004,supporting,inferred,Relative magnitude comparison by limits supports the comparison tests of Unit 10; unmapped
BC-SKL-01064,BC-SKL-01065,hard_prerequisite,inferred,The hypotheses must be known before one of them can be verified.
BC-SKL-01064,BC-SKL-01066,hard_prerequisite,inferred,The hypotheses must be known before one of them can be verified.
BC-SKL-01065,BC-SKL-01067,hard_prerequisite,inferred,The conclusion may be stated only once the hypotheses are established.
BC-SKL-01065,BC-SKL-02020,supporting,inferred,Prerequisite for Use differentiability to justify continuity in a written argument.
BC-SKL-01065,BC-TOP-0504,supporting,inferred,The continuity hypothesis recurs in the existence theorems of Unit 5; unmapped
BC-SKL-01066,BC-SKL-01067,hard_prerequisite,inferred,The conclusion may be stated only once the hypotheses are established.
BC-SKL-01067,BC-SKL-01068,hard_prerequisite,inferred,The tabular application assembles the hypotheses and the conclusion.
BC-SKL-01067,BC-SKL-05001,supporting,inferred,Existence conclusions of the Intermediate Value Theorem pattern the Mean Value Theorem conclusions in Unit 5 topic 5.1.
BC-SKL-02001,BC-SKL-02006,hard_prerequisite,inferred,The limit form of the derivative is built on the increment difference quotient.
BC-SKL-02002,BC-SKL-02007,hard_prerequisite,inferred,The two point limit form is built on the two point difference quotient.
BC-SKL-02003,BC-SKL-04002,hard_prerequisite,inferred,Interpreting a derivative in context with units is the subject of Unit 4 topic 4.1
BC-SKL-02004,BC-SKL-02005,hard_prerequisite,inferred,Separating the two kinds of rate precedes writing the limit that connects them.
BC-SKL-02006,BC-SKL-02007,co_requisite,inferred,The two forms of the definition are equivalent and are learned together.
BC-SKL-02006,BC-SKL-02008,hard_prerequisite,inferred,The derivative function generalises the derivative at a point.
BC-SKL-02006,BC-SKL-02035,hard_prerequisite,inferred,Prerequisite for Evaluate a limit by recognising it as the derivative of a known function.
BC-SKL-02008,BC-SKL-02035,supporting,inferred,Recognising a limit as a derivative rests on the definition being fluent in both directions.
BC-SKL-02008,BC-SKL-10045,supporting,inferred,Taylor polynomials at Unit 10 are built from derivative values at a base point
BC-SKL-02008,BC-TOP-0407,supporting,inferred,L'Hospital's rule at Unit 4 topic 4.7 replaces the algebraic handling of indeterminate forms that Unit 1 and the derivative definition use; unmapped
BC-SKL-02009,BC-SKL-02027,hard_prerequisite,inferred,Prerequisite for Derive a power rule case from the limit definition.
BC-SKL-02009,BC-TOP-0301,hard_prerequisite,inferred,The limit definition underlies the chain rule development at Unit 3 topic 3.1; unmapped
BC-SKL-02012,BC-SKL-02013,hard_prerequisite,inferred,The tangent line uses the derivative read as a slope.
BC-SKL-02013,BC-SKL-04030,hard_prerequisite,inferred,Linear approximation at Unit 4 topic 4.6 is the tangent line used as an estimate.
BC-SKL-02013,BC-SKL-07009,supporting,inferred,Slope fields at Unit 7 topic 7.2 read a differential equation as a prescription of tangent slopes.
BC-SKL-02014,BC-SKL-02015,co_requisite,inferred,The units are demanded with the estimate in the same part.
BC-SKL-02014,BC-TOP-0402,supporting,inferred,Estimating a derivative from a table supports the motion analysis of Unit 4 topic 4.2; unmapped
BC-SKL-02016,BC-SKL-02014,hard_prerequisite,inferred,The interval must be chosen before the estimate is computed.
BC-SKL-02019,BC-SKL-02020,hard_prerequisite,inferred,Using the implication in an argument rests on stating it.
BC-SKL-02019,BC-SKL-02024,hard_prerequisite,inferred,The contrapositive rests on the implication.
BC-SKL-02019,BC-SKL-05001,hard_prerequisite,inferred,The Mean Value Theorem at Unit 5 topic 5.1 carries both a continuity and a differentiability hypothesis.
BC-SKL-02019,BC-TOP-0116,supporting,inferred,Differentiability supplies the continuity hypothesis of the Intermediate Value Theorem at Unit 1 topic 1.16; unmapped
BC-SKL-02021,BC-SKL-02022,supporting,inferred,Examples of non-differentiability are analysed through the one sided difference quotients.
BC-SKL-02021,BC-SKL-03005,supporting,inferred,Knowing where a derivative fails to exist is needed before a slope is read off a graph; the topic id stands in for the Unit 2 skill
BC-SKL-02021,BC-SKL-08057,hard_prerequisite,inferred,Differentiating the given function precedes the arc length integrand; no Unit 2 skill id exists yet
BC-SKL-02025,BC-SKL-02026,hard_prerequisite,inferred,The rewriting case extends the integer exponent case.
BC-SKL-02025,BC-SKL-02031,hard_prerequisite,inferred,Prerequisite for Differentiate a polynomial function.
BC-SKL-02025,BC-TOP-0607,hard_prerequisite,inferred,Antiderivative recognition at Unit 6 reverses the power rule; unmapped
BC-SKL-02027,BC-SKL-03002,hard_prerequisite,inferred,"The power rule is the outer rule in most composite derivatives; no Unit 2 skill id exists yet, so the topic id stands in for it."
BC-SKL-02027,BC-SKL-05014,hard_prerequisite,inferred,"Differentiating with the power rule, a Unit 2 skill not yet in data/skills.json; the topic id stands in for it."
BC-SKL-02027,BC-SKL-06040,hard_prerequisite,inferred,Antiderivative recognition reverses the power rule from Unit 2.
BC-SKL-02029,BC-SKL-02031,hard_prerequisite,inferred,Polynomial differentiation combines the power rule with the constant multiple rule.
BC-SKL-02029,BC-SKL-02042,hard_prerequisite,inferred,Prerequisite for Rewrite a quotient with a constant denominator instead of using the quotient rule.
BC-SKL-02030,BC-SKL-02031,hard_prerequisite,inferred,Polynomial differentiation combines the power rule with the sum rule.
BC-SKL-02031,BC-SKL-02036,hard_prerequisite,inferred,Prerequisite for Apply the product rule to a product of two differentiable functions.
BC-SKL-02031,BC-SKL-02038,hard_prerequisite,inferred,Prerequisite for Decide whether to expand a product or to apply the product rule.
BC-SKL-02031,BC-TOP-0502,hard_prerequisite,inferred,The first derivative test at Unit 5 topic 5.2 needs the derivative of the given rule; unmapped
BC-SKL-02032,BC-SKL-02044,supporting,inferred,The sine and cosine derivatives feed the quotient rule computation.
BC-SKL-02032,BC-TOP-0607,hard_prerequisite,inferred,Antiderivative recognition at Unit 6 reverses the basic transcendental derivatives; unmapped
BC-SKL-02035,BC-SKL-06042,hard_prerequisite,inferred,Trigonometric derivative rules read backwards give the basic trigonometric antiderivatives
BC-SKL-02036,BC-SKL-02037,hard_prerequisite,inferred,Evaluating from supplied values applies the rule.
BC-SKL-02036,BC-SKL-02039,hard_prerequisite,inferred,Prerequisite for Apply the quotient rule to a quotient of two differentiable functions.
BC-SKL-02036,BC-SKL-03006,hard_prerequisite,inferred,The product rule is applied around the composite factor; the topic id stands in for the Unit 2 skill
BC-SKL-02036,BC-SKL-09007,supporting,inferred,The same derivative is often taken as a product instead.
BC-SKL-02036,BC-SKL-09033,hard_prerequisite,inferred,The product rule is needed to differentiate r times a trigonometric factor; no Unit 2 skill id exists yet
BC-SKL-02036,BC-SKL-10043,hard_prerequisite,inferred,Successive derivatives of a product need the product rule.
BC-SKL-02036,BC-TOP-0302,hard_prerequisite,inferred,Implicit differentiation at Unit 3 topic 3.2 applies the product rule to mixed terms; unmapped
BC-SKL-02036,BC-TOP-0611,hard_prerequisite,inferred,Integration by parts at Unit 6 topic 6.11 is the product rule read as an antidifferentiation technique; unmapped
BC-SKL-02039,BC-SKL-02040,hard_prerequisite,inferred,Prerequisite for Keep the order of the terms in the quotient rule numerator.
BC-SKL-02039,BC-SKL-02041,hard_prerequisite,inferred,Evaluating from supplied values applies the rule.
BC-SKL-02039,BC-SKL-02044,hard_prerequisite,inferred,The tangent and cotangent derivatives are obtained by the quotient rule.
BC-SKL-02039,BC-SKL-02045,hard_prerequisite,inferred,The secant and cosecant derivatives are obtained by the quotient rule.
BC-SKL-02039,BC-SKL-03020,hard_prerequisite,inferred,Derivatives of inverse functions at Unit 3 topic 3.3 rest on the quotient and chain rules.
BC-SKL-02039,BC-SKL-09007,hard_prerequisite,inferred,Differentiating dy/dx as a quotient in the parameter uses the quotient rule.
BC-SKL-02043,BC-SKL-02044,hard_prerequisite,inferred,Prerequisite for Differentiate tangent and cotangent.
BC-SKL-02043,BC-SKL-02045,hard_prerequisite,inferred,Prerequisite for Differentiate secant and cosecant.
BC-SKL-02043,BC-SKL-02046,hard_prerequisite,inferred,Selecting an identity rests on being able to carry out the rewriting.
BC-SKL-02046,BC-SKL-03028,supporting,inferred,Derivatives of the remaining trigonometric functions widen the set of rules to be selected among; the topic id stands in for the Unit 2 skill
BC-SKL-03001,BC-SKL-03002,hard_prerequisite,inferred,Decomposition precedes any chain rule application.
BC-SKL-03002,BC-SKL-03003,hard_prerequisite,inferred,A multi-layer composite repeats the two layer procedure.
BC-SKL-03002,BC-SKL-03004,hard_prerequisite,inferred,The table evaluation instantiates the symbolic chain rule.
BC-SKL-03002,BC-SKL-03006,hard_prerequisite,inferred,The composite factor is differentiated inside the product or quotient rule.
BC-SKL-03002,BC-SKL-03007,hard_prerequisite,verified,BC-EK-FUN-3D1 states that the chain rule is the basis for implicit differentiation.
BC-SKL-03002,BC-SKL-03020,hard_prerequisite,verified,BC-EK-FUN-3E1 derives the inverse rule from the chain rule.
BC-SKL-03002,BC-SKL-03022,hard_prerequisite,verified,BC-EK-FUN-3E2 applies the chain rule to inverse trigonometric functions.
BC-SKL-03002,BC-SKL-06019,hard_prerequisite,inferred,The chain rule supplies the factor when the upper limit of an accumulation function is a function of x.
BC-SKL-03002,BC-SKL-06047,hard_prerequisite,inferred,"Substitution reverses the chain rule, so recognising a composite and its inner derivative comes first."
BC-SKL-03002,BC-SKL-08057,supporting,inferred,Differentiating the given function often needs the chain rule.
BC-SKL-03002,BC-SKL-10043,hard_prerequisite,inferred,Successive derivatives of a composite need the chain rule.
BC-SKL-03004,BC-SKL-03005,supporting,inferred,Reading values from a graph parallels reading them from a table.
BC-SKL-03006,BC-SKL-09032,hard_prerequisite,inferred,The chain rule supplies the product of dr/dtheta with dtheta/dt; no Unit 3 skill id exists yet.
BC-SKL-03007,BC-SKL-03008,hard_prerequisite,inferred,The y factor inside a product still carries dy/dx.
BC-SKL-03007,BC-SKL-03009,hard_prerequisite,inferred,Term by term differentiation applies the single term procedure across the equation.
BC-SKL-03008,BC-SKL-03009,hard_prerequisite,inferred,Mixed terms must be handled before the equation is complete.
BC-SKL-03008,BC-SKL-03033,hard_prerequisite,verified,The second derivative of an implicit relation needs the product rule inside the implicit differentiation (sg-25:20).
BC-SKL-03009,BC-SKL-03010,hard_prerequisite,inferred,The equation must exist before dy/dx can be isolated.
BC-SKL-03009,BC-SKL-03023,hard_prerequisite,inferred,The derivation differentiates a trigonometric equation implicitly.
BC-SKL-03010,BC-SKL-03011,hard_prerequisite,inferred,An expression for dy/dx is needed before it can be evaluated.
BC-SKL-03010,BC-SKL-03012,hard_prerequisite,inferred,The numerator condition is read off the expression for dy/dx.
BC-SKL-03010,BC-SKL-03013,hard_prerequisite,inferred,The denominator condition is read off the expression for dy/dx.
BC-SKL-03010,BC-SKL-03014,hard_prerequisite,inferred,Verification reproduces the derivation and then matches the stated form.
BC-SKL-03011,BC-SKL-03034,hard_prerequisite,verified,The value of dy/dx at the point is substituted into the second derivative (sg-25:20).
BC-SKL-03014,BC-SKL-05058,hard_prerequisite,inferred,"Implicit differentiation, a Unit 3 skill not yet in data/skills.json; the topic id stands in for it."
BC-SKL-03014,BC-SKL-05061,hard_prerequisite,inferred,"Implicit differentiation, a Unit 3 skill not yet in data/skills.json; the topic id stands in for it."
BC-SKL-03015,BC-SKL-03017,hard_prerequisite,inferred,The rule must be available before it is applied.
BC-SKL-03016,BC-SKL-03017,hard_prerequisite,inferred,The matching input is located before the reciprocal is taken.
BC-SKL-03016,BC-SKL-03018,hard_prerequisite,inferred,The matching row is located before the reciprocal is taken.
BC-SKL-03016,BC-SKL-03019,hard_prerequisite,inferred,The matching point is located before the slope is read.
BC-SKL-03021,BC-SKL-03022,hard_prerequisite,inferred,The standard formula is needed before the composite version.
BC-SKL-03021,BC-SKL-03024,hard_prerequisite,inferred,Evaluation follows the formula.
BC-SKL-03021,BC-SKL-06043,supporting,inferred,Inverse trigonometric derivatives from Unit 3 give the inverse trigonometric antiderivative forms
BC-SKL-03022,BC-SKL-03025,hard_prerequisite,inferred,The composite derivative is inserted into the structural rule.
BC-SKL-03026,BC-SKL-03027,hard_prerequisite,inferred,Classification precedes rule selection.
BC-SKL-03027,BC-SKL-03028,hard_prerequisite,inferred,Rule selection precedes ordering several rules.
BC-SKL-03028,BC-SKL-04035,supporting,inferred,The numerator and denominator may need different differentiation rules; the topic id stands in for BC-SKL-03028.
BC-SKL-03030,BC-SKL-03031,hard_prerequisite,inferred,Each order builds on the one before.
BC-SKL-03030,BC-SKL-10043,hard_prerequisite,inferred,Each derivative after the first is taken from the one before it.
BC-SKL-03033,BC-SKL-03034,hard_prerequisite,inferred,The expression must exist before it is evaluated.
BC-SKL-04001,BC-SKL-04002,hard_prerequisite,inferred,The units are part of the interpretation.
BC-SKL-04001,BC-SKL-04004,hard_prerequisite,verified,The 2025 rubric scores the units of the approximation separately (sg-25:11).
BC-SKL-04001,BC-SKL-04014,hard_prerequisite,inferred,A reported contextual rate carries its units.
BC-SKL-04002,BC-SKL-04005,supporting,inferred,The sign is one element of the interpretation.
BC-SKL-04006,BC-SKL-04007,hard_prerequisite,inferred,Acceleration is the derivative of velocity.
BC-SKL-04006,BC-SKL-04009,hard_prerequisite,inferred,The sign analysis needs the velocity function.
BC-SKL-04007,BC-SKL-04010,hard_prerequisite,verified,The conclusion compares the signs of velocity and acceleration (crabbc-25:22).
BC-SKL-04008,BC-SKL-04010,hard_prerequisite,inferred,The speed question is about the size of the velocity.
BC-SKL-04009,BC-SKL-04012,hard_prerequisite,verified,The communicated analysis reports the sign of the velocity across the interval (crabbc-25:23).
BC-SKL-04011,BC-SKL-04012,hard_prerequisite,inferred,The zeros of the velocity split the interval the analysis covers.
BC-SKL-04013,BC-SKL-04014,hard_prerequisite,inferred,The quantity must be named before its rate is reported.
BC-SKL-04013,BC-SKL-04015,hard_prerequisite,inferred,Context vocabulary follows from naming the quantity.
BC-SKL-04014,BC-SKL-04016,hard_prerequisite,inferred,The rate expression must exist before its end behaviour is taken.
BC-SKL-04017,BC-SKL-04018,hard_prerequisite,inferred,The quantities must be named before they can be related.
BC-SKL-04018,BC-SKL-04019,hard_prerequisite,inferred,There must be an equation before it can be differentiated.
BC-SKL-04018,BC-SKL-04021,hard_prerequisite,inferred,The reduction acts on the relating equation.
BC-SKL-04018,BC-SKL-04026,hard_prerequisite,inferred,The missing value is computed from the relating equation.
BC-SKL-04019,BC-SKL-04020,hard_prerequisite,verified,BC-EK-CHA-3D2 names the product rule as sometimes necessary in this differentiation.
BC-SKL-04019,BC-SKL-04022,hard_prerequisite,inferred,Differentiating a curve with respect to time is the same operation on an implicit relation.
BC-SKL-04019,BC-SKL-04023,hard_prerequisite,inferred,The substitution follows the differentiation by definition.
BC-SKL-04023,BC-SKL-04024,hard_prerequisite,inferred,The values must be in place before the rate is isolated.
BC-SKL-04024,BC-SKL-04025,hard_prerequisite,inferred,The value must exist before it is interpreted.
BC-SKL-04026,BC-SKL-04024,supporting,inferred,A missing value is recovered before the substitution is completed.
BC-SKL-04027,BC-SKL-04023,hard_prerequisite,inferred,Only quantities constant in time may be substituted earlier.
BC-SKL-04028,BC-SKL-04029,hard_prerequisite,inferred,The line must exist before it is evaluated.
BC-SKL-04029,BC-SKL-04030,hard_prerequisite,inferred,The error direction is a judgement about an approximation already made.
BC-SKL-04030,BC-SKL-04031,hard_prerequisite,verified,BC-EK-CHA-3F2 ties the judgement to the behaviour of the function near the point.
BC-SKL-04030,BC-SKL-05046,supporting,inferred,"Reading a tangent line approximation against concavity, a Unit 4 idea not yet in data/skills.json; the topic id stands in for it."
BC-SKL-04030,BC-SKL-07020,supporting,inferred,"Tangent line approximation, a Unit 4 skill not yet in data/skills.json; the topic id stands in for it."
BC-SKL-04030,BC-SKL-07023,supporting,inferred,"Reading an approximation as an over or under estimate through concavity, a Unit 4 idea not yet in data/skills.json; the topic id stands in for it."
BC-SKL-04032,BC-SKL-04028,hard_prerequisite,inferred,The slope is needed before the line can be written.
BC-SKL-04033,BC-SKL-04034,supporting,inferred,Stating the rule and verifying its hypothesis are separately assessed.
BC-SKL-04033,BC-SKL-04037,hard_prerequisite,inferred,A second application requires the form to be verified again.
BC-SKL-04034,BC-SKL-04035,hard_prerequisite,verified,The 2023 rubric awards the application point only after the form point (sg-23:14).
BC-SKL-04035,BC-SKL-04036,hard_prerequisite,inferred,The new limit must be formed before it is evaluated.
BC-SKL-04038,BC-SKL-04033,supporting,verified,Continuity from differentiability supplies the numerator limit (sg-23:14).
BC-SKL-05001,BC-SKL-05002,hard_prerequisite,inferred,Prerequisite for Verify that the hypotheses hold on the given interval.
BC-SKL-05002,BC-SKL-05004,hard_prerequisite,inferred,Prerequisite for Conclude that a point with the average rate exists on the open interval.
BC-SKL-05003,BC-SKL-05004,hard_prerequisite,inferred,Prerequisite for Conclude that a point with the average rate exists on the open interval.
BC-SKL-05003,BC-SKL-05005,hard_prerequisite,inferred,Prerequisite for Solve for a value of c that the theorem provides.
BC-SKL-05003,BC-SKL-05006,hard_prerequisite,inferred,Prerequisite for Justify that a derivative takes a particular value using equal endpoint outputs.
BC-SKL-05004,BC-SKL-05006,hard_prerequisite,inferred,Prerequisite for Justify that a derivative takes a particular value using equal endpoint outputs.
BC-SKL-05007,BC-SKL-05008,hard_prerequisite,inferred,Prerequisite for Verify continuity on the closed interval before applying the theorem.
BC-SKL-05008,BC-SKL-05009,hard_prerequisite,inferred,Prerequisite for Conclude that a minimum value and a maximum value exist.
BC-SKL-05010,BC-SKL-05013,hard_prerequisite,inferred,Prerequisite for Explain why a critical point need not be a relative extremum.
BC-SKL-05010,BC-SKL-05019,hard_prerequisite,inferred,Prerequisite for Assemble the candidate relative extrema at the critical points.
BC-SKL-05010,BC-SKL-05024,hard_prerequisite,inferred,Prerequisite for Assemble the candidate list from critical points and both endpoints.
BC-SKL-05010,BC-SKL-05036,hard_prerequisite,inferred,Prerequisite for Apply the second derivative test at a critical point.
BC-SKL-05010,BC-SKL-05052,hard_prerequisite,inferred,Prerequisite for Differentiate the objective and solve for critical points.
BC-SKL-05011,BC-SKL-05019,hard_prerequisite,inferred,Prerequisite for Assemble the candidate relative extrema at the critical points.
BC-SKL-05011,BC-SKL-05024,hard_prerequisite,inferred,Prerequisite for Assemble the candidate list from critical points and both endpoints.
BC-SKL-05014,BC-SKL-05016,hard_prerequisite,inferred,Prerequisite for Build a sign chart on critical points and domain boundaries.
BC-SKL-05014,BC-SKL-07018,supporting,inferred,"Reading monotonicity from the sign of a derivative expression, the Unit 5 skill this one applies to a solution never written down."
BC-SKL-05015,BC-SKL-05041,hard_prerequisite,inferred,Prerequisite for Sketch a possible graph of a function from the graph of its derivative.
BC-SKL-05015,BC-SKL-05042,hard_prerequisite,inferred,Prerequisite for Match a named feature of a function with the corresponding feature of its derivative.
BC-SKL-05016,BC-SKL-05017,hard_prerequisite,inferred,Prerequisite for Justify increase or decrease from the sign of the named derivative.
BC-SKL-05016,BC-SKL-05018,hard_prerequisite,inferred,Prerequisite for Restrict a monotonicity conclusion to the domain of the function.
BC-SKL-05016,BC-SKL-05020,hard_prerequisite,inferred,Prerequisite for Classify a critical point from the sign change of the first derivative.
BC-SKL-05016,BC-SKL-05029,hard_prerequisite,inferred,Prerequisite for Justify an absolute extremum from the sign of the derivative across the interval.
BC-SKL-05016,BC-SKL-05047,hard_prerequisite,inferred,Prerequisite for Build a combined sign table for the first and second derivatives.
BC-SKL-05019,BC-SKL-05020,hard_prerequisite,inferred,Prerequisite for Classify a critical point from the sign change of the first derivative.
BC-SKL-05020,BC-SKL-05021,hard_prerequisite,inferred,Prerequisite for Conclude neither extremum when the derivative keeps its sign.
BC-SKL-05020,BC-SKL-05022,hard_prerequisite,inferred,Prerequisite for Write a first derivative test justification with an explicit referent.
BC-SKL-05020,BC-SKL-05023,hard_prerequisite,inferred,Prerequisite for Separate the location of a relative extremum from its value.
BC-SKL-05020,BC-SKL-05038,hard_prerequisite,inferred,Prerequisite for Extend a sole relative extremum to an absolute extremum on the interval.
BC-SKL-05020,BC-SKL-05039,hard_prerequisite,inferred,Prerequisite for Choose between the first and second derivative tests for a given presentation.
BC-SKL-05020,BC-SKL-08014,hard_prerequisite,inferred,The first derivative test from Unit 5 supplies the sign change argument for the maximum of an accumulated amount; no Unit 5 skill id exists yet.
BC-SKL-05021,BC-SKL-06023,supporting,inferred,Relative extremum reasoning from the sign of a derivative is applied to the accumulation function.
BC-SKL-05024,BC-SKL-05025,hard_prerequisite,inferred,Prerequisite for Evaluate the function at every candidate.
BC-SKL-05024,BC-SKL-05029,hard_prerequisite,inferred,Prerequisite for Justify an absolute extremum from the sign of the derivative across the interval.
BC-SKL-05025,BC-SKL-05026,hard_prerequisite,inferred,Prerequisite for Compare the candidate values and name the absolute extremum.
BC-SKL-05025,BC-SKL-05028,hard_prerequisite,inferred,Prerequisite for Write a global justification covering every candidate.
BC-SKL-05026,BC-SKL-05027,hard_prerequisite,inferred,Prerequisite for Report the extreme value rather than only its location.
BC-SKL-05026,BC-SKL-05028,hard_prerequisite,inferred,Prerequisite for Write a global justification covering every candidate.
BC-SKL-05026,BC-SKL-08014,hard_prerequisite,inferred,The global justification compares the amount at every candidate.
BC-SKL-05028,BC-SKL-05053,hard_prerequisite,inferred,Prerequisite for Verify that the critical point gives the required extremum on the domain.
BC-SKL-05028,BC-SKL-05056,hard_prerequisite,inferred,Prerequisite for Check the optimum against the endpoints of the contextual domain.
BC-SKL-05028,BC-SKL-08014,hard_prerequisite,inferred,The candidates test from Unit 5 supplies the global argument required by the 2025 scoring guideline; no Unit 5 skill id exists yet
BC-SKL-05028,BC-SKL-09034,hard_prerequisite,inferred,The candidates test supplies the global argument the 2025 guideline required; no Unit 5 skill id exists yet
BC-SKL-05029,BC-SKL-06026,supporting,inferred,The candidates test for an absolute extremum on a closed interval is a Unit 5 procedure.
BC-SKL-05030,BC-SKL-05036,hard_prerequisite,inferred,Prerequisite for Apply the second derivative test at a critical point.
BC-SKL-05030,BC-SKL-05047,hard_prerequisite,inferred,Prerequisite for Build a combined sign table for the first and second derivatives.
BC-SKL-05030,BC-SKL-07018,supporting,inferred,"Reading concavity from the sign of a second derivative, the Unit 5 skill this one applies to a solution never written down."
BC-SKL-05030,BC-SKL-09010,hard_prerequisite,inferred,Concavity is read from the sign of a second derivative.
BC-SKL-05031,BC-SKL-05033,hard_prerequisite,inferred,Prerequisite for Confirm a point of inflection by a sign change of the second derivative.
